user,timestamp,hours,project
melisandre,2018-08-26 00:00:00 UTC,0.53,project-64
melisandre,2018-08-26 00:00:00 UTC,1.48,learning
varys,2018-08-26 00:00:00 UTC,1.0,project-00
sansa,26 августа 2018 00:00,2.0,bizdev
shae,2018-08-25 15:25:20.0001 UTC,4.0,project-10
viserys,2018-08-25 12:10:33.0001 UTC,0.6,project-10
viserys,2018-08-25 12:10:33.0001 UTC,0.25,cultureandmanagement
melisandre,2018-08-25 00:00:00 UTC,0.15,opsandadmin
melisandre,2018-08-25 00:00:00 UTC,0.78,project-43
melisandre,2018-08-25 00:00:00 UTC,0.12,project-43
bronn,2018-08-25 00:00:00 UTC,1.5,bizdev
bronn,2018-08-25 00:00:00 UTC,1.0,bizdev
joffrey,2018-08-25 00:00:00 UTC,3.5,project-25
joffrey,08/25/2018 12:00 AM,4.0,project-00
jorah,2018-08-24 16:36:35.0001 UTC,3.5,project-51
cersei,24 августа 2018 15:31,7.0,project-10
cersei,2018-08-24 15:31:37.0001 UTC,0.5,learning
cersei,2018-08-24 15:31:37.0001 UTC,0.5,cultureandmanagement
daenerys,2018-08-24 13:16:00.0001 UTC,2.0,project-26
daenerys,2018-08-24 13:16:00.0001 UTC,6.0,project-05
daenerys,2018-08-24 13:16:00.0001 UTC,0.25,cultureandmanagement
daenerys,2018-08-24 13:16:00.0001 UTC,0.25,project-43
sansa,2018-08-24 12:57:26.0001 UTC,0.55,bizdev
sansa,2018-08-24 12:57:26.0001 UTC,2.67,bizdev
sansa,24 августа 2018 12:57,2.4,bizdev
sansa,2018-08-24 12:57:26.0001 UTC,2.3,bizdev
sansa,2018-08-24 12:57:26.0001 UTC,2.25,bizdev
sansa,2018-08-24 12:57:26.0001 UTC,1.78,bizdev
shae,2018-08-24 12:36:20.0001 UTC,5.0,project-10
shae,2018-08-24 12:36:20.0001 UTC,2.0,project-00
hound,2018-08-24 11:26:12.0001 UTC,1.0,opsandadmin
hound,2018-08-24 11:26:12.0001 UTC,2.0,opsandadmin
hound,24 августа 2018 11:26,3.0,finance
hound,2018-08-24 11:26:12.0001 UTC,1.5,opsandadmin
jeor,2018-08-24 11:15:35.0001 UTC,1.0,learning
jeor,2018-08-24 11:15:35.0001 UTC,1.5,project-05
jeor,2018-08-24 11:15:35.0001 UTC,1.5,transit
jeor,2018-08-24 11:15:35.0001 UTC,5.0,project-64
littlefinger,2018-08-24 11:05:56.0001 UTC,6.0,opsandadmin
littlefinger,2018-08-24 11:05:56.0001 UTC,0.5,cultureandmanagement
robb,2018-08-24 11:02:41.0001 UTC,5.0,learning
robb,2018-08-24 11:02:41.0001 UTC,1.0,learning
tyrion,2018-08-24 10:59:41.0001 UTC,0.5,opsandadmin
tyrion,2018-08-24 10:59:41.0001 UTC,6.0,website
tyrion,2018-08-24 10:59:41.0001 UTC,0.25,cultureandmanagement
stannis,2018-08-24 10:38:31.0001 UTC,1.78,project-00
stannis,2018-08-24 10:38:31.0001 UTC,2.29,project-10
stannis,2018-08-24 10:38:31.0001 UTC,0.15,project-10
stannis,2018-08-24 10:38:31.0001 UTC,0.25,project-00
stannis,2018-08-24 10:38:31.0001 UTC,1.18,project-00
stannis,2018-08-24 10:38:31.0001 UTC,0.17,cultureandmanagement
stannis,2018-08-24 10:38:31.0001 UTC,1.38,project-00
jorah,24 августа 2018 10:32,0.5,project-43
jorah,2018-08-24 10:32:53.0001 UTC,0.5,project-07
jorah,2018-08-24 10:32:53.0001 UTC,3.0,transit
jorah,2018-08-24 10:32:53.0001 UTC,1.5,project-51
jorah,2018-08-24 10:32:53.0001 UTC,1.5,cultureandmanagement
davos,2018-08-24 10:23:56.0001 UTC,0.25,project-65
davos,2018-08-24 10:23:56.0001 UTC,4.75,project-64
davos,08/24/2018 10:23 AM,2.4,project-64
davos,2018-08-24 10:23:56.0001 UTC,1.2,project-64
davos,2018-08-24 10:23:56.0001 UTC,0.75,project-64
viserys,2018-08-24 10:15:23.0001 UTC,3.0,project-64
viserys,2018-08-24 10:15:23.0001 UTC,1.75,project-64
viserys,2018-08-24 10:15:23.0001 UTC,0.5,project-19
viserys,2018-08-24 10:15:23.0001 UTC,0.5,project-19
viserys,2018-08-24 10:15:23.0001 UTC,3.5,transit
samwell,2018-08-24 09:53:04.0001 UTC,2.0,project-00
samwell,2018-08-24 09:53:04.0001 UTC,5.0,learning
theon,2018-08-24 08:32:26.0001 UTC,4.5,project-43
theon,2018-08-24 08:32:26.0001 UTC,0.5,blogideas
theon,2018-08-24 08:32:26.0001 UTC,0.5,project-26
theon,2018-08-24 08:32:26.0001 UTC,0.5,project-69
varys,2018-08-24 00:00:00 UTC,1.0,project-10
varys,2018-08-24 00:00:00 UTC,1.0,cultureandmanagement
catelyn,2018-08-24 00:00:00 UTC,0.13,project-00
varys,24 августа 2018 00:00,2.0,project-00
varys,2018-08-24 00:00:00 UTC,3.0,cultureandmanagement
varys,2018-08-24 00:00:00 UTC,1.0,pm
catelyn,2018-08-24 00:00:00 UTC,0.13,opsandadmin
catelyn,2018-08-24 00:00:00 UTC,1.18,opsandadmin
catelyn,2018-08-24 00:00:00 UTC,0.37,bizdev
catelyn,2018-08-24 00:00:00 UTC,0.53,project-10
catelyn,2018-08-24 00:00:00 UTC,0.12,engineering
catelyn,2018-08-24 00:00:00 UTC,0.72,project-00
catelyn,2018-08-24 00:00:00 UTC,1.32,project-00
catelyn,2018-08-24 00:00:00 UTC,0.08,cultureandmanagement
catelyn,2018-08-24 00:00:00 UTC,0.22,bizdev
catelyn,2018-08-24 00:00:00 UTC,1.48,project-00
jaime,24 августа 2018 00:00,0.5,project-19
jaime,2018-08-24 00:00:00 UTC,3.0,project-00
bronn,2018-08-24 00:00:00 UTC,1.0,blogideas
bronn,2018-08-24 00:00:00 UTC,4.5,blogideas
jaime,2018-08-24 00:00:00 UTC,0.5,project-00
melisandre,2018-08-24 00:00:00 UTC,0.69,opsandadmin
melisandre,2018-08-24 00:00:00 UTC,1.79,project-43
melisandre,2018-08-24 00:00:00 UTC,0.62,project-64
melisandre,2018-08-24 00:00:00 UTC,0.78,project-64
melisandre,2018-08-24 00:00:00 UTC,2.13,project-64
melisandre,2018-08-24 00:00:00 UTC,1.2,transit
melisandre,2018-08-24 00:00:00 UTC,0.25,project-64
jorah,2018-08-23 15:08:28.0001 UTC,0.5,opsandadmin
jorah,2018-08-23 15:08:28.0001 UTC,1.5,project-43
jorah,2018-08-23 15:08:28.0001 UTC,0.75,cultureandmanagement
jorah,08/23/2018 03:08 PM,1.0,pm
jorah,2018-08-23 15:08:28.0001 UTC,4.0,project-07
jorah,2018-08-23 15:08:28.0001 UTC,2.5,cultureandmanagement
davos,2018-08-23 15:07:34.0001 UTC,1.0,project-06
davos,2018-08-23 15:07:34.0001 UTC,1.0,project-64
davos,2018-08-23 15:07:34.0001 UTC,0.75,project-65
davos,2018-08-23 15:07:34.0001 UTC,3.0,project-06
davos,2018-08-23 15:07:34.0001 UTC,0.5,project-64
davos,2018-08-23 15:07:34.0001 UTC,0.5,project-65
davos,2018-08-23 15:07:34.0001 UTC,1.0,project-51
davos,2018-08-23 15:07:34.0001 UTC,2.0,learning
davos,2018-08-23 15:07:34.0001 UTC,1.0,cultureandmanagement
cersei,2018-08-23 13:54:53.0001 UTC,7.0,project-10
cersei,2018-08-23 13:54:53.0001 UTC,0.5,datastorytelling
cersei,2018-08-23 13:54:53.0001 UTC,0.5,cultureandmanagement
tyrion,2018-08-23 13:37:52.0001 UTC,7.5,project-05
tyrion,2018-08-23 13:37:52.0001 UTC,1.5,website
tyrion,2018-08-23 13:37:52.0001 UTC,0.5,cultureandmanagement
catelyn,2018-08-23 13:27:41.0001 UTC,0.1,opsandadmin
catelyn,2018-08-23 13:27:41.0001 UTC,0.88,security
catelyn,2018-08-23 13:27:41.0001 UTC,0.43,opsandadmin
catelyn,2018-08-23 13:27:41.0001 UTC,0.2,opsandadmin
catelyn,2018-08-23 13:27:41.0001 UTC,0.97,project-00
catelyn,23 августа 2018 13:27,0.5,project-00
catelyn,2018-08-23 13:27:41.0001 UTC,0.53,project-00
catelyn,2018-08-23 13:27:41.0001 UTC,0.18,opsandadmin
catelyn,2018-08-23 13:27:41.0001 UTC,0.18,project-00
catelyn,2018-08-23 13:27:41.0001 UTC,0.22,project-00
catelyn,2018-08-23 13:27:41.0001 UTC,3.12,bizdev
catelyn,2018-08-23 13:27:41.0001 UTC,1.12,bizdev
catelyn,2018-08-23 13:27:41.0001 UTC,0.5,bizdev
catelyn,2018-08-23 13:27:41.0001 UTC,0.15,project-43
daenerys,2018-08-23 13:12:55.0001 UTC,2.0,project-05
daenerys,2018-08-23 13:12:55.0001 UTC,5.0,project-26
daenerys,2018-08-23 13:12:55.0001 UTC,1.0,learning
viserys,2018-08-23 13:08:12.0001 UTC,0.27,project-19
viserys,2018-08-23 13:08:12.0001 UTC,5.34,project-19
viserys,2018-08-23 13:08:12.0001 UTC,0.38,project-19
viserys,2018-08-23 13:08:12.0001 UTC,0.78,learning
viserys,2018-08-23 13:08:12.0001 UTC,0.25,project-64
viserys,2018-08-23 13:08:12.0001 UTC,0.42,opsandadmin
robb,08/23/2018 11:19 AM,5.0,learning
robb,2018-08-23 11:19:00.0001 UTC,1.0,learning
shae,2018-08-23 10:33:10.0002 UTC,3.0,project-00
shae,2018-08-23 10:33:10.0002 UTC,5.0,project-10
jeor,2018-08-23 09:40:04.0001 UTC,0.5,pm
jeor,2018-08-23 09:40:04.0001 UTC,2.0,project-05
jeor,2018-08-23 09:40:04.0001 UTC,1.0,transit
jeor,2018-08-23 09:40:04.0001 UTC,1.5,project-05
jeor,2018-08-23 09:40:04.0001 UTC,1.0,project-64
melisandre,2018-08-23 00:00:00 UTC,0.67,opsandadmin
jaime,2018-08-23 00:00:00 UTC,0.25,opsandadmin
jaime,2018-08-23 00:00:00 UTC,0.75,project-00
jaime,2018-08-23 00:00:00 UTC,0.5,project-00
jaime,2018-08-23 00:00:00 UTC,1.0,project-00
jaime,23 августа 2018 00:00,0.25,project-19
jaime,2018-08-23 00:00:00 UTC,0.25,project-00
jaime,2018-08-23 00:00:00 UTC,3.0,project-00
khal,2018-08-23 00:00:00 UTC,3.0,project-05
khal,2018-08-23 00:00:00 UTC,6.0,project-10
melisandre,08/23/2018 12:00 AM,0.93,learning
melisandre,2018-08-23 00:00:00 UTC,4.26,project-43
hound,2018-08-23 00:00:00 UTC,1.0,opsandadmin
joffrey,2018-08-23 00:00:00 UTC,3.0,project-25
joffrey,08/23/2018 12:00 AM,5.0,project-00
joffrey,2018-08-23 00:00:00 UTC,6.0,project-00
jon,2018-08-23 00:00:00 UTC,0.15,cultureandmanagement
hound,2018-08-23 00:00:00 UTC,3.0,opsandadmin
hound,2018-08-23 00:00:00 UTC,4.0,finance
theon,2018-08-23 00:00:00 UTC,0.5,events
stannis,2018-08-23 00:00:00 UTC,1.3,project-00
stannis,2018-08-23 00:00:00 UTC,0.1,project-10
bronn,2018-08-23 00:00:00 UTC,1.75,learning
bronn,2018-08-23 00:00:00 UTC,2.0,learning
bronn,2018-08-23 00:00:00 UTC,1.0,project-43
bronn,2018-08-23 00:00:00 UTC,3.0,blogideas
theon,2018-08-23 00:00:00 UTC,0.25,project-69
theon,2018-08-23 00:00:00 UTC,1.0,project-43
theon,2018-08-23 00:00:00 UTC,1.0,cultureandmanagement
jaime,2018-08-23 00:00:00 UTC,0.25,project-00
theon,2018-08-23 00:00:00 UTC,1.0,project-69
samwell,2018-08-23 00:00:00 UTC,1.0,project-10
samwell,23 августа 2018 00:00,5.5,project-00
bronn,2018-08-23 00:00:00 UTC,0.75,blogideas
jon,2018-08-23 00:00:00 UTC,4.0,learning
jon,2018-08-23 00:00:00 UTC,4.0,qgis
jon,2018-08-23 00:00:00 UTC,1.0,opsandadmin
jon,2018-08-23 00:00:00 UTC,2.75,project-73
jon,2018-08-23 00:00:00 UTC,3.0,project-25
stannis,2018-08-23 00:00:00 UTC,3.51,project-10
jaime,2018-08-23 00:00:00 UTC,0.25,project-00
sansa,2018-08-23 00:00:00 UTC,3.7,bizdev
sansa,2018-08-23 00:00:00 UTC,3.03,learning
sansa,2018-08-23 00:00:00 UTC,0.63,bizdev
sansa,08/23/2018 12:00 AM,1.37,project-00
sansa,2018-08-23 00:00:00 UTC,0.67,project-69
sansa,2018-08-23 00:00:00 UTC,0.38,project-00
sansa,2018-08-23 00:00:00 UTC,0.45,project-05
varys,2018-08-23 00:00:00 UTC,3.5,cultureandmanagement
varys,2018-08-23 00:00:00 UTC,1.5,bizdev
varys,2018-08-23 00:00:00 UTC,1.0,pm
varys,2018-08-23 00:00:00 UTC,1.0,project-10
varys,2018-08-23 00:00:00 UTC,1.5,project-00
bronn,2018-08-23 00:00:00 UTC,0.5,project-69
littlefinger,2018-08-23 00:00:00 UTC,7.5,opsandadmin
stannis,2018-08-23 00:00:00 UTC,2.17,project-10
stannis,2018-08-23 00:00:00 UTC,0.47,project-10
stannis,2018-08-23 00:00:00 UTC,0.28,project-00
varys,2018-08-22 16:14:17.0001 UTC,0.5,opsandadmin
varys,2018-08-22 16:14:17.0001 UTC,1.0,project-10
varys,2018-08-22 16:14:17.0001 UTC,3.0,project-00
varys,2018-08-22 16:14:17.0001 UTC,3.0,cultureandmanagement
varys,2018-08-22 16:14:17.0001 UTC,0.5,opsandadmin
sansa,2018-08-22 13:37:45.0001 UTC,2.65,bizdev
sansa,2018-08-22 13:37:45.0001 UTC,1.55,project-05
sansa,08/22/2018 01:37 PM,1.0,project-05
sansa,2018-08-22 13:37:45.0001 UTC,1.83,hiring
sansa,2018-08-22 13:37:45.0001 UTC,1.0,website
sansa,2018-08-22 13:37:45.0001 UTC,0.65,project-00
sansa,2018-08-22 13:37:45.0001 UTC,1.13,project-05
jaime,2018-08-22 13:26:32.0001 UTC,0.5,project-00
jaime,2018-08-22 13:26:32.0001 UTC,0.5,project-00
jaime,2018-08-22 13:26:32.0001 UTC,5.0,project-00
jaime,2018-08-22 13:26:32.0001 UTC,1.0,project-00
jaime,2018-08-22 13:26:32.0001 UTC,1.0,project-00
jaime,2018-08-22 13:26:32.0001 UTC,0.25,project-00
viserys,2018-08-22 13:00:35.0001 UTC,1.0,project-05
viserys,2018-08-22 13:00:35.0001 UTC,1.5,learning
viserys,2018-08-22 13:00:35.0001 UTC,0.75,opsandadmin
viserys,2018-08-22 13:00:35.0001 UTC,4.0,project-19
khal,2018-08-22 12:21:02.0001 UTC,2.0,project-05
khal,2018-08-22 12:21:02.0001 UTC,6.0,project-10
cersei,2018-08-22 11:41:16.0001 UTC,8.0,project-10
daenerys,2018-08-22 11:29:59.0001 UTC,1.5,learning
daenerys,2018-08-22 11:29:59.0001 UTC,6.0,project-05
jeor,2018-08-22 11:28:11.0001 UTC,6.5,project-05
jeor,2018-08-22 11:28:11.0001 UTC,2.5,bizdev
robb,2018-08-22 11:06:26.0001 UTC,0.5,learning
robb,2018-08-22 11:06:26.0001 UTC,0.5,project-00
robb,2018-08-22 11:06:26.0001 UTC,6.0,learning
jorah,2018-08-22 10:39:28.0001 UTC,5.0,project-43
jorah,22 августа 2018 10:39,1.5,bizdev
stannis,2018-08-22 10:19:15.0001 UTC,0.53,project-00
stannis,2018-08-22 10:19:15.0001 UTC,0.42,project-00
stannis,2018-08-22 10:19:15.0001 UTC,2.7,learning
stannis,2018-08-22 10:19:15.0001 UTC,2.68,learning
stannis,08/22/2018 10:19 AM,0.8,learning
stannis,2018-08-22 10:19:15.0001 UTC,0.17,project-10
stannis,2018-08-22 10:19:15.0001 UTC,0.17,project-10
samwell,2018-08-22 09:54:45.0001 UTC,3.0,project-10
samwell,2018-08-22 09:54:45.0001 UTC,3.5,project-00
samwell,2018-08-22 09:54:45.0001 UTC,0.5,opsandadmin
hound,2018-08-22 00:00:00 UTC,2.5,finance
bronn,2018-08-22 00:00:00 UTC,3.5,learning
bronn,2018-08-22 00:00:00 UTC,1.25,learning
bronn,2018-08-22 00:00:00 UTC,0.5,cultureandmanagement
bronn,2018-08-22 00:00:00 UTC,2.25,learning
jon,2018-08-22 00:00:00 UTC,3.75,qgis
melisandre,22 августа 2018 00:00,1.95,project-43
jon,2018-08-22 00:00:00 UTC,0.75,project-26
jon,2018-08-22 00:00:00 UTC,1.25,project-25
jon,2018-08-22 00:00:00 UTC,1.25,learning
jon,2018-08-22 00:00:00 UTC,1.75,learning
hound,2018-08-22 00:00:00 UTC,1.0,learning
catelyn,2018-08-22 00:00:00 UTC,0.18,security
catelyn,2018-08-22 00:00:00 UTC,0.25,cultureandmanagement
catelyn,2018-08-22 00:00:00 UTC,0.57,project-40
catelyn,2018-08-22 00:00:00 UTC,0.43,cultureandmanagement
catelyn,2018-08-22 00:00:00 UTC,0.98,project-40
catelyn,2018-08-22 00:00:00 UTC,0.45,project-43
catelyn,2018-08-22 00:00:00 UTC,0.02,opsandadmin
catelyn,2018-08-22 00:00:00 UTC,0.15,opsandadmin
catelyn,2018-08-22 00:00:00 UTC,1.13,project-00
catelyn,2018-08-22 00:00:00 UTC,0.37,project-00
catelyn,2018-08-22 00:00:00 UTC,0.7,project-00
catelyn,2018-08-22 00:00:00 UTC,0.22,opsandadmin
bronn,22 августа 2018 00:00,1.0,cultureandmanagement
hound,08/22/2018 12:00 AM,1.0,opsandadmin
hound,2018-08-22 00:00:00 UTC,1.5,opsandadmin
hound,2018-08-22 00:00:00 UTC,2.0,opsandadmin
tyrion,2018-08-22 00:00:00 UTC,1.5,website
tyrion,2018-08-22 00:00:00 UTC,5.0,project-05
tyrion,2018-08-22 00:00:00 UTC,1.0,website
tyrion,2018-08-22 00:00:00 UTC,0.5,project-26
tyrion,2018-08-22 00:00:00 UTC,1.0,website
tyrion,2018-08-22 00:00:00 UTC,2.5,bizdev
tyrion,2018-08-22 00:00:00 UTC,1.0,project-05
littlefinger,2018-08-22 00:00:00 UTC,7.0,opsandadmin
catelyn,2018-08-22 00:00:00 UTC,0.9,engineering
catelyn,2018-08-22 00:00:00 UTC,0.17,project-00
catelyn,22 августа 2018 00:00,0.05,project-43
bronn,2018-08-22 00:00:00 UTC,0.75,cultureandmanagement
bronn,2018-08-22 00:00:00 UTC,2.0,blogideas
bronn,2018-08-22 00:00:00 UTC,0.5,cultureandmanagement
catelyn,2018-08-22 00:00:00 UTC,1.28,bizdev
bronn,2018-08-22 00:00:00 UTC,0.5,learning
jeor,2018-08-21 15:36:45.0001 UTC,3.0,bizdev
jeor,2018-08-21 15:36:45.0001 UTC,4.5,project-05
bronn,2018-08-21 14:44:24.0001 UTC,1.25,blogideas
bronn,08/21/2018 02:44 PM,0.5,project-43
bronn,2018-08-21 14:44:24.0001 UTC,1.0,project-43
bronn,08/21/2018 02:44 PM,0.5,project-43
bronn,2018-08-21 14:44:24.0001 UTC,2.5,project-43
sansa,2018-08-21 14:25:36.0001 UTC,1.5,bizdev
hound,2018-08-21 13:22:28.0001 UTC,4.0,opsandadmin
viserys,21 августа 2018 11:09,6.27,project-19
viserys,2018-08-21 11:09:26.0001 UTC,0.25,project-05
viserys,2018-08-21 11:09:26.0001 UTC,0.52,opsandadmin
stannis,2018-08-21 10:10:26.0001 UTC,7.36,learning
stannis,21 августа 2018 10:10,0.75,project-10
davos,2018-08-21 00:00:00 UTC,4.0,project-65
davos,2018-08-21 00:00:00 UTC,0.5,project-19
davos,2018-08-21 00:00:00 UTC,5.0,project-05
davos,2018-08-21 00:00:00 UTC,0.5,cultureandmanagement
davos,2018-08-21 00:00:00 UTC,4.0,learning
khal,2018-08-21 00:00:00 UTC,3.0,project-05
jorah,2018-08-21 00:00:00 UTC,1.5,project-43
jorah,2018-08-21 00:00:00 UTC,6.0,project-43
jon,2018-08-21 00:00:00 UTC,5.5,qgis
jon,2018-08-21 00:00:00 UTC,1.0,project-25
jon,2018-08-21 00:00:00 UTC,1.0,project-26
khal,2018-08-21 00:00:00 UTC,4.0,project-10
catelyn,2018-08-21 00:00:00 UTC,1.23,project-43
catelyn,2018-08-21 00:00:00 UTC,4.73,project-43
catelyn,2018-08-21 00:00:00 UTC,0.25,opsandadmin
varys,2018-08-21 00:00:00 UTC,2.0,project-10
melisandre,2018-08-21 00:00:00 UTC,0.67,opsandadmin
melisandre,08/21/2018 12:00 AM,2.6,project-43
melisandre,2018-08-21 00:00:00 UTC,0.68,project-43
varys,2018-08-21 00:00:00 UTC,1.0,learning
varys,2018-08-21 00:00:00 UTC,1.0,cultureandmanagement
varys,2018-08-21 00:00:00 UTC,1.0,opsandadmin
varys,2018-08-21 00:00:00 UTC,3.0,project-00
varys,2018-08-21 00:00:00 UTC,1.0,cultureandmanagement
varys,2018-08-21 00:00:00 UTC,1.5,project-00
varys,2018-08-21 00:00:00 UTC,2.5,project-10
varys,21 августа 2018 00:00,2.0,cultureandmanagement
varys,2018-08-21 00:00:00 UTC,2.0,cultureandmanagemen
varys,2018-08-21 00:00:00 UTC,1.5,cultureandmanagement
bronn,2018-08-20 15:50:53.0001 UTC,0.5,project-27
bronn,2018-08-20 15:50:53.0001 UTC,2.5,project-26
bronn,2018-08-20 15:50:53.0001 UTC,1.0,blogideas
bronn,2018-08-20 15:50:53.0001 UTC,0.25,project-26
bronn,2018-08-20 15:50:53.0001 UTC,0.25,project-27
bronn,2018-08-20 15:50:53.0001 UTC,1.0,project-10
catelyn,2018-08-20 13:52:26.0001 UTC,0.9,security
catelyn,2018-08-20 13:52:26.0001 UTC,0.8,security
catelyn,2018-08-20 13:52:26.0001 UTC,0.55,opsandadmin
catelyn,2018-08-20 13:52:26.0001 UTC,0.35,project-43
catelyn,2018-08-20 13:52:26.0001 UTC,0.32,project-68
catelyn,2018-08-20 13:52:26.0001 UTC,1.0,engineering
catelyn,2018-08-20 13:52:26.0001 UTC,0.1,opsandadmin
catelyn,2018-08-20 13:52:26.0001 UTC,0.52,project-68
catelyn,2018-08-20 13:52:26.0001 UTC,0.65,project-00
catelyn,2018-08-20 13:52:26.0001 UTC,0.17,security
catelyn,2018-08-20 13:52:26.0001 UTC,1.0,opsandadmin
catelyn,2018-08-20 13:52:26.0001 UTC,0.25,security
catelyn,2018-08-20 13:52:26.0001 UTC,0.3,security
robb,2018-08-20 13:23:41.0001 UTC,1.0,project-00
robb,2018-08-20 13:23:41.0001 UTC,6.0,learning
robb,20 августа 2018 13:23,0.5,learning
stannis,2018-08-20 11:10:51.0001 UTC,0.12,opsandadmin
stannis,2018-08-20 11:10:51.0001 UTC,0.77,project-10
stannis,20 августа 2018 11:10,0.2,project-10
stannis,2018-08-20 11:10:51.0001 UTC,1.3,project-10
stannis,2018-08-20 11:10:51.0001 UTC,1.55,project-10
stannis,2018-08-20 11:10:51.0001 UTC,0.62,project-00
stannis,2018-08-20 11:10:51.0001 UTC,1.02,opsandadmin
stannis,20 августа 2018 11:10,1.04,learning
stannis,20 августа 2018 11:10,0.67,learning
stannis,2018-08-20 11:10:51.0001 UTC,0.9,project-10
viserys,2018-08-20 11:07:26.0001 UTC,0.4,opsandadmin
viserys,2018-08-20 11:07:26.0001 UTC,0.5,opsandadmin
viserys,2018-08-20 11:07:26.0001 UTC,0.96,opsandadmin
viserys,2018-08-20 11:07:26.0001 UTC,2.24,project-19
viserys,2018-08-20 11:07:26.0001 UTC,1.67,project-19
viserys,2018-08-20 11:07:26.0001 UTC,0.37,project-64
viserys,2018-08-20 11:07:26.0001 UTC,1.79,project-64
viserys,2018-08-20 11:07:26.0001 UTC,0.08,project-27
khal,2018-08-20 10:31:05.0001 UTC,3.0,project-10
khal,08/20/2018 10:31 AM,3.0,project-05
khal,2018-08-20 10:31:05.0001 UTC,1.0,opsandadmin
daenerys,2018-08-20 08:28:06.0001 UTC,4.0,project-26
daenerys,08/20/2018 08:28 AM,1.0,opsandadmin
daenerys,2018-08-20 08:28:06.0001 UTC,1.25,opsandadmin
daenerys,2018-08-20 08:28:06.0001 UTC,2.0,project-05
tywin,2018-08-20 00:00:00 UTC,5.5,website
tywin,2018-08-20 00:00:00 UTC,3.0,website
tywin,20 августа 2018 00:00,4.5,website
tywin,2018-08-20 00:00:00 UTC,2.5,learning
tywin,2018-08-20 00:00:00 UTC,3.0,project-51
davos,2018-08-20 00:00:00 UTC,3.0,project-64
tywin,2018-08-20 00:00:00 UTC,2.0,hiring
tywin,2018-08-20 00:00:00 UTC,4.5,website
hound,2018-08-20 00:00:00 UTC,1.5,finance
davos,2018-08-20 00:00:00 UTC,1.0,learning
davos,2018-08-20 00:00:00 UTC,2.0,project-05
robert,2018-08-20 00:00:00 UTC,1.0,opsandadmin
tywin,2018-08-20 00:00:00 UTC,1.5,blogideas
shae,2018-08-20 00:00:00 UTC,4.0,project-10
shae,2018-08-20 00:00:00 UTC,6.0,project-10
shae,2018-08-20 00:00:00 UTC,3.0,project-10
shae,20 августа 2018 00:00,3.0,project-00
joffrey,2018-08-20 00:00:00 UTC,1.5,learning
joffrey,2018-08-20 00:00:00 UTC,2.0,project-25
joffrey,2018-08-20 00:00:00 UTC,2.0,project-25
joffrey,2018-08-20 00:00:00 UTC,0.5,learning
joffrey,2018-08-20 00:00:00 UTC,2.0,project-00
joffrey,2018-08-20 00:00:00 UTC,2.0,learning
robert,2018-08-20 00:00:00 UTC,1.0,bizdev
jeor,2018-08-20 00:00:00 UTC,1.0,opsandadmin
hound,2018-08-20 00:00:00 UTC,3.0,opsandadmin
hound,2018-08-20 00:00:00 UTC,2.0,opsandadmin
cersei,20 августа 2018 00:00,8.0,project-10
jaime,2018-08-20 00:00:00 UTC,1.0,project-19
jaime,2018-08-20 00:00:00 UTC,0.75,project-00
jaime,2018-08-20 00:00:00 UTC,5.0,project-00
littlefinger,2018-08-20 00:00:00 UTC,8.5,opsandadmin
littlefinger,2018-08-20 00:00:00 UTC,0.5,hiring
robert,2018-08-20 00:00:00 UTC,3.5,opsandadmin
robert,2018-08-20 00:00:00 UTC,1.0,cultureandmanagement
jeor,2018-08-20 00:00:00 UTC,7.0,project-05
jon,2018-08-20 00:00:00 UTC,1.25,onboarding
jeor,2018-08-20 00:00:00 UTC,0.5,datastrategy
jeor,2018-08-20 00:00:00 UTC,1.0,project-64
jorah,2018-08-20 00:00:00 UTC,1.0,project-43
jorah,2018-08-20 00:00:00 UTC,0.5,project-27
jorah,2018-08-20 00:00:00 UTC,0.75,project-25
jorah,2018-08-20 00:00:00 UTC,1.5,opsandadmin
robert,2018-08-20 00:00:00 UTC,0.5,bizdev
robert,2018-08-20 00:00:00 UTC,0.5,cultureandmanagement
robert,2018-08-20 00:00:00 UTC,4.0,bizdev
robert,2018-08-20 00:00:00 UTC,1.5,project-33
sansa,2018-08-20 00:00:00 UTC,0.15,security
jon,2018-08-20 00:00:00 UTC,2.0,project-26
jon,2018-08-20 00:00:00 UTC,4.5,project-25
melisandre,2018-08-20 00:00:00 UTC,4.73,project-43
melisandre,2018-08-20 00:00:00 UTC,1.07,project-64
melisandre,2018-08-20 00:00:00 UTC,1.62,opsandadmin
sansa,2018-08-20 00:00:00 UTC,1.08,project-05
sansa,2018-08-20 00:00:00 UTC,1.33,bizdev
sansa,20 августа 2018 00:00,1.0,project-05
sansa,2018-08-20 00:00:00 UTC,0.97,bizdev
sansa,2018-08-20 00:00:00 UTC,1.0,opsandadmin
sansa,2018-08-20 00:00:00 UTC,0.73,datastrategy
sansa,20 августа 2018 00:00,0.32,datastrategy
jon,2018-08-20 00:00:00 UTC,1.0,learning
jon,2018-08-20 00:00:00 UTC,1.0,opsandadmin
hound,2018-08-20 00:00:00 UTC,1.5,opsandadmin
sansa,2018-08-20 00:00:00 UTC,3.68,project-05
tyrion,2018-08-20 00:00:00 UTC,5.0,project-05
tyrion,2018-08-20 00:00:00 UTC,1.0,cultureandmanagement
tyrion,2018-08-20 00:00:00 UTC,1.0,datastrategy
